100	162
AbdullahAhmadBadawi	2	AbbaEban	1
AndreBucher	3	1
AlfonsoCuaron	2	2
AbdelAzizAl-Hakim	2	1
AlfredSant	3	2
AnibalIbarra	2	2
AndresPastrana	3	1
AJCook	3	3
AlvaroNoboa	3	2
AndyGarcia	1	1
AndyRooney	2	2
AdisaiBodharamik	2	1
AmberFrey	3	1
AdamScott	3	1
AndyGriffith	2	2
AdrianAnnus	1	2
AndyDick	1	1
AlbertoRuizGallardon	2	1
AlexaVega	3	1
AliKhamenei	2	2
AlexanderDowner	3	1
AhmedAhmed	3	3
AlexCejka	1	1
AndrewBernard	4	5
AmyRedford	2	2
AbdulazizKamilov	3	1
AlbertoAcosta	2	1
AliFallahian	1	1
AleksanderKwasniewski	1	3
AlannaUbach	1	1
AngelinaJolie	1	2
AaronGuiel	1	1
AllySheedy	1	1
AlexSink	3	1
AdrianFernandez	2	3
AlfonsoPortillo	1	2
AlecosMarkides	1	1
AdelAl-Jubeir	3	1
AlfredoMoreno	1	3
AkmalTaher	1	1
AkikoMorigami	3	2
AbelPacheco	3	1
AnjumHussain	2	1
AlainDucasse	1	1
AlisonLohman	2	3
AliMohammedMaher	2	1
AllisonJanney	3	3
AllysonFelix	1	3
AdrienBrody	2	2
AbbasKiarostami	2	1
AlejandroToledo	2	3
AngelaMerkel	2	2
AndrewLuster	3	3
AbdoulayeWade	1	3
AdamAnt	3	2
AkbarHashemiRafsanjani	1	3
AliciaKeys	1	1
AlDavis	2	2
AishwaryaRai	1	1
AmyBrenneman	2	3
AndreaBocelli	1	1
AliciaSilverstone	3	1
AndrewWetzler	2	2
AnitaDeFrantz	2	1
AngelaBassett	3	2
AmandaPlumer	2	2
AmandaBeard	4	3
AlexPenelas	3	3
AlessandraCerna	1	2
AlbertoGonzales	3	3
AdrianaPerezNavarro	3	3
AhmedQureia	3	1
AlanDershowitz	3	1
AliciaWitt	2	1
AndreAgassi	2	2
AndrewFirestone	2	1
AlexKing	2	1
AndyLau	2	3
AaronTippin	4	1
AbdulMajeedShobokshi	2	2
AlbertBrooks	3	1
AlPacino	2	3
AngelLockward	1	1
AlexZanardi	1	1
AliAbbas	2	1
AlexandraPelosi	1	1
AlvaroSilvaCalderon	1	4
AngelaMascia-Frye	2	1
AlexCabrera	1	3
Abdullah	3	1
AdrianNastase	2	1
AlexisDennisoff	1	3
AndyWarhol	1	2
AlastairCampbell	1	1
AndrewFastow	2	1
AlysonHannigan	2	1
AdoorGopalakarishnan	1	3
AgbaniDarego	1	1
AkbarAlBaker	1	3
AmramMitzna	1	2
AaronEckhart	2	3
AdamSandler	3	2
AngieArzola	2	2
AidanQuinn	2	3
AndresDAlessandro	1	2
AhmadMasood	2	1
AlecBaldwin	1	2
AlvaroUribe	3	2
AhmetNecdetSezer	1	2
AlyWagner	1	2
AkhmedZakayev	3	2
AaronSorkin	1	3
AlfredodiStefano	2	3
AndyBenes	1	2
AldoParedes	2	1
AlbertoFujimori	1	1
AbbaEban	1	1
AlanBall	1	2
AbdullahGul	1	3
AdriannaZuzic	3	2
AlimzhanTokhtakhounov	1	3
AlejandroGonzalezInarritu	3	1
AlGore	1	2
AlSharpton	1	3
AbrahamFoxman	1	2
AmandaMarsh	3	3
AngelaLansbury	3	2
AmberTamblyn	2	2
AlanisMorissette	3	1
AlexFerguson	2	1
AlexisBledel	4	2
AdrianaLima	1	2
AlmaPowell	1	1
AbdulRahman	2	1
AlexandreHerchcovitch	1	2
AbidHamidMahmudAl-Tikriti	3	1
AndersEbbeson	1	2
AlexandreDaigle	2	2
AndrewCuomo	2	1
AndreaYates	1	1
AlekWek	1	1
AmySmart	3	3
AlLeiter	1	1
AbdullatifSener	1	2
AhmedChalabi	1	2
AndreasVinciguerra	1	1
AlexanderLukashenko	2	2
AndresManuelLopezObrador	2	3
AmyYasbeck	4	4
AngeloReyes	4	4
AmelieMauresmo	1	2
AgnesBruckner	2	2
AndreaDeCruz	2	2
AndyRoddick	2	3
AngieMartinez	2	1
AmrMoussa	1	3
AlexanderPayne	1	2
AlexandreDespatie	2	1
AlexHolmes	3	2
AmandaBynes	1	1
AmeliaVega	2	4
AlessandroNesta	3	3
AbdullahAhmadBadawi	1	2
AndreBucher	2	AngelLockward	1
AlfonsoCuaron	1	AlexCabrera	2
AbdelAzizAl-Hakim	2	AlfredSant	3
AlfredSant	1	AlexaVega	1
AnibalIbarra	1	AdrianaLima	2
AndresPastrana	2	AmramMitzna	3
AJCook	1	AndrewFastow	2
AlvaroNoboa	2	AdriannaZuzic	3
AndyGarcia	1	AlexisDennisoff	1
AndyRooney	1	AngelinaJolie	2
AdisaiBodharamik	3	AmyYasbeck	1
AmberFrey	1	AgnesBruckner	4
AdamScott	2	AlexanderLukashenko	2
AndyGriffith	1	AbdelAzizAl-Hakim	3
AdrianAnnus	2	AdamSandler	2
AndyDick	2	AdelAl-Jubeir	1
AlbertoRuizGallardon	2	AbelPacheco	2
AlexaVega	3	AaronTippin	1
AliKhamenei	2	AdrianNastase	3
AlexanderDowner	2	AlanisMorissette	3
AhmedAhmed	3	AdrianaPerezNavarro	3
AlexCejka	3	AmandaBynes	2
AndrewBernard	1	AngelaBassett	3
AmyRedford	3	AlmaPowell	1
AbdulazizKamilov	3	AbdelAzizAl-Hakim	3
AlbertoAcosta	2	AJCook	1
AliFallahian	2	AndersEbbeson	1
AleksanderKwasniewski	1	AhmetNecdetSezer	3
AlannaUbach	2	AlexandraPelosi	3
AngelinaJolie	2	AhmedChalabi	1
AaronGuiel	1	AbdullahAhmadBadawi	2
AllySheedy	1	AlecosMarkides	2
AlexSink	3	AlmaPowell	2
AdrianFernandez	3	AhmedAhmed	1
AlfonsoPortillo	1	AlexZanardi	2
AlecosMarkides	1	AlPacino	2
AdelAl-Jubeir	3	AaronSorkin	1
AlfredoMoreno	2	AngelLockward	2
AkmalTaher	2	AlvaroUribe	1
AkikoMorigami	2	AleksanderKwasniewski	1
AbelPacheco	2	AliAbbas	3
AnjumHussain	1	AaronGuiel	2
AlainDucasse	2	AlbertoFujimori	2
AlisonLohman	1	AliciaKeys	1
AliMohammedMaher	1	AlSharpton	3
AllisonJanney	1	AmandaPlumer	1
AllysonFelix	2	AlexisDennisoff	2
AdrienBrody	3	AndresManuelLopezObrador	3
AbbasKiarostami	2	AbdulazizKamilov	1
AlejandroToledo	1	AndyWarhol	1
AngelaMerkel	1	AlexanderPayne	3
AndrewLuster	3	AndrewFirestone	2
AbdoulayeWade	1	AlfredoMoreno	1
AdamAnt	2	AdriannaZuzic	2
AkbarHashemiRafsanjani	4	AlastairCampbell	3
AliciaKeys	2	AlecBaldwin	1
AlDavis	2	AlfonsoCuaron	2
AishwaryaRai	1	AlyWagner	3
AmyBrenneman	2	AdrienBrody	3
AndreaBocelli	3	AdrianAnnus	3
AliciaSilverstone	3	AlexFerguson	2
AndrewWetzler	1	AleksanderKwasniewski	1
AnitaDeFrantz	3	AndreaDeCruz	1
AngelaBassett	2	AmandaBynes	2
AmandaPlumer	1	AllySheedy	1
AmandaBeard	2	AdamScott	3
AlexPenelas	2	AlfredSant	1
AlessandraCerna	1	AmeliaVega	2
AlbertoGonzales	3	AkbarAlBaker	3
AdrianaPerezNavarro	2	AdelAl-Jubeir	1
AhmedQureia	1	AmySmart	1
AlanDershowitz	3	AndrewFirestone	1
AliciaWitt	1	AliciaKeys	2
AndreAgassi	1	AlvaroSilvaCalderon	4
AndrewFirestone	1	AdamScott	3
AlexKing	1	AngelaMascia-Frye	2
AndyLau	3	AngelaLansbury	2
AaronTippin	3	AlanDershowitz	2
AbdulMajeedShobokshi	3	AbbasKiarostami	1
AlbertBrooks	2	AlvaroNoboa	3
AlPacino	1	AlexandreHerchcovitch	1
AngelLockward	1	AhmetNecdetSezer	3
AlexZanardi	2	AngelaMerkel	2
AliAbbas	3	AlbertoAcosta	1
AlexandraPelosi	1	AmberTamblyn	1
AlvaroSilvaCalderon	2	AndyRooney	2
AngelaMascia-Frye	2	AbdulazizKamilov	3
AlexCabrera	2	AhmedAhmed	3
Abdullah	1	AlexCejka	1
AdrianNastase	1	AkmalTaher	1
AlexisDennisoff	1	AlbertoFujimori	1
AndyWarhol	1	AlejandroGonzalezInarritu	2
AlastairCampbell	2	AliciaWitt	1
AndrewFastow	1	AndyGriffith	1
AlysonHannigan	2	AlekWek	1
AdoorGopalakarishnan	3	AllysonFelix	1
AgbaniDarego	2	AdriannaZuzic	3
AkbarAlBaker	1	AlexZanardi	2
AmramMitzna	2	AlvaroSilvaCalderon	4
AaronEckhart	2	AlfredodiStefano	1
AdamSandler	1	AlLeiter	2
AngieArzola	1	AaronEckhart	1
AidanQuinn	3	AndrewFastow	2
AndresDAlessandro	1	AbdulMajeedShobokshi	2
AhmadMasood	3	AngelLockward	2
AlecBaldwin	3	AidanQuinn	2
AlvaroUribe	4	AlfonsoPortillo	1
AhmetNecdetSezer	1	AlmaPowell	2
AlyWagner	1	AhmetNecdetSezer	1
AkhmedZakayev	1	AlexaVega	1
AaronSorkin	2	AldoParedes	1
AlfredodiStefano	3	AmandaBeard	1
AndyBenes	2	AlfredSant	3
AldoParedes	2	AmyBrenneman	3
AlbertoFujimori	1	AlGore	1
AbbaEban	2	AbdulazizKamilov	2
AlanBall	4	AlDavis	3
AbdullahGul	1	AbelPacheco	1
AdriannaZuzic	3	AndrewWetzler	2
AlimzhanTokhtakhounov	3	AngelaLansbury	1
AlejandroGonzalezInarritu	1	AndyDick	2
AlGore	1	AlmaPowell	1
AlSharpton	3	AlastairCampbell	1
AbrahamFoxman	2	AbdullahGul	2
AmandaMarsh	1	AmandaPlumer	1
AngelaLansbury	1	AndreAgassi	2
AmberTamblyn	2	AdisaiBodharamik	3
AlanisMorissette	3	AndersEbbeson	2
AlexFerguson	2	AllySheedy	1
AlexisBledel	2	AmandaBynes	1
AdrianaLima	3	AbdullahGul	3
AlmaPowell	1	AndrewFirestone	1
AbdulRahman	3	AndreasVinciguerra	1
AlexandreHerchcovitch	3	AbdoulayeWade	1
AbidHamidMahmudAl-Tikriti	1	AlLeiter	1
AndersEbbeson	1	AishwaryaRai	3
AlexandreDaigle	2	AlecBaldwin	1
AndrewCuomo	1	AngelaLansbury	3
AndreaYates	2	AlejandroToledo	1
AlekWek	1	AlLeiter	1
AmySmart	1	AlecosMarkides	3
AlLeiter	2	AdrienBrody	2
AbdullatifSener	1	AbrahamFoxman	2
AhmedChalabi	2	AngelinaJolie	2
AndreasVinciguerra	2	AaronEckhart	1
AlexanderLukashenko	2	AlbertoAcosta	3
AndresManuelLopezObrador	2	AliMohammedMaher	2
AmyYasbeck	2	AdoorGopalakarishnan	1
AngeloReyes	3	AlexZanardi	1
AmelieMauresmo	1	AlfonsoPortillo	1
AgnesBruckner	4	AlmaPowell	2
AndreaDeCruz	2	AngieMartinez	3
AndyRoddick	1	AmyRedford	3
AngieMartinez	1	AlexanderLukashenko	2
AmrMoussa	3	AndyLau	2
AlexanderPayne	1	AkmalTaher	1
AlexandreDespatie	2	AlexisDennisoff	1
AlexHolmes	3	AlbertoFujimori	2
AmandaBynes	2	AbrahamFoxman	1
AmeliaVega	1	AlekWek	3
AlessandroNesta	3	AdrienBrody	1
AbdullahAhmadBadawi	1	AlisonLohman	2
AndreBucher	3	2
AlfonsoCuaron	2	2
AbdelAzizAl-Hakim	2	3
AlfredSant	2	3
AnibalIbarra	1	2
AndresPastrana	2	3
AJCook	3	1
AlvaroNoboa	1	2
AndyGarcia	2	2
AndyRooney	3	3
AdisaiBodharamik	3	2
AmberFrey	3	1
AdamScott	1	1
AndyGriffith	1	2
AdrianAnnus	1	3
AndyDick	1	1
AlbertoRuizGallardon	1	2
AlexaVega	2	2
AliKhamenei	1	2
AlexanderDowner	4	1
AhmedAhmed	1	2
AlexCejka	3	1
AndrewBernard	1	2
AmyRedford	3	3
AbdulazizKamilov	2	1
AlbertoAcosta	1	3
AliFallahian	2	1
AleksanderKwasniewski	1	2
AlannaUbach	2	1
AngelinaJolie	2	2
AaronGuiel	1	2
AllySheedy	1	2
AlexSink	3	1
AdrianFernandez	1	3
AlfonsoPortillo	1	2
AlecosMarkides	2	2
AdelAl-Jubeir	3	2
AlfredoMoreno	1	1
AkmalTaher	1	2
AkikoMorigami	3	2
AbelPacheco	1	2
AnjumHussain	2	2
AlainDucasse	3	2
AlisonLohman	1	3
AliMohammedMaher	1	1
AllisonJanney	1	1
AllysonFelix	2	2
AdrienBrody	2	2
AbbasKiarostami	1	3
AlejandroToledo	1	3
AngelaMerkel	1	1
AndrewLuster	2	2
AbdoulayeWade	1	2
AdamAnt	1	2
AkbarHashemiRafsanjani	1	2
AliciaKeys	1	2
AlDavis	3	3
AishwaryaRai	2	1
AmyBrenneman	3	3
AndreaBocelli	3	2
AliciaSilverstone	3	3
AndrewWetzler	1	2
AnitaDeFrantz	2	1
AngelaBassett	1	1
AmandaPlumer	2	2
AmandaBeard	3	1
AlexPenelas	2	2
AlessandraCerna	2	2
AlbertoGonzales	3	2
AdrianaPerezNavarro	2	3
AhmedQureia	1	3
AlanDershowitz	2	2
AliciaWitt	2	2
AndreAgassi	2	1
AndrewFirestone	2	2
AlexKing	1	1
AndyLau	2	1
AaronTippin	4	1
AbdulMajeedShobokshi	2	3
AlbertBrooks	2	1
AlPacino	1	1
AngelLockward	1	2
AlexZanardi	2	1
AliAbbas	3	3
AlexandraPelosi	3	3
AlvaroSilvaCalderon	1	1
AngelaMascia-Frye	2	1
AlexCabrera	1	1
Abdullah	3	1
AdrianNastase	1	3
AlexisDennisoff	1	4
AndyWarhol	1	2
AlastairCampbell	1	3
AndrewFastow	1	2
AlysonHannigan	2	2
AdoorGopalakarishnan	1	2
AgbaniDarego	1	4
AkbarAlBaker	3	2
AmramMitzna	2	1
AaronEckhart	1	4
AdamSandler	1	3
AngieArzola	1	2
AidanQuinn	3	1
AndresDAlessandro	1	1
AhmadMasood	3	2
AlecBaldwin	3	3
AlvaroUribe	3	3
AhmetNecdetSezer	1	2
AlyWagner	2	1
AkhmedZakayev	2	3
AaronSorkin	1	1
AlfredodiStefano	3	1
AndyBenes	2	2
AldoParedes	1	2
AlbertoFujimori	2	1
AbbaEban	1	3
AlanBall	3	2
AbdullahGul	1	2
AdriannaZuzic	2	1
AlimzhanTokhtakhounov	2	3
AlejandroGonzalezInarritu	1	1
AlGore	2	1
AlSharpton	3	2
AbrahamFoxman	1	2
AmandaMarsh	1	3
AngelaLansbury	2	2
AmberTamblyn	1	1
AlanisMorissette	2	1
AlexFerguson	3	1
AlexisBledel	4	3
AdrianaLima	2	2
AlmaPowell	1	2
AbdulRahman	2	3
AlexandreHerchcovitch	3	3
AbidHamidMahmudAl-Tikriti	2	2
AndersEbbeson	1	2
AlexandreDaigle	2	1
AndrewCuomo	2	2
AndreaYates	1	2
AlekWek	2	1
AmySmart	3	2
AlLeiter	1	2
AbdullatifSener	1	3
AhmedChalabi	1	1
AndreasVinciguerra	2	2
AlexanderLukashenko	1	1
AndresManuelLopezObrador	3	3
AmyYasbeck	2	3
AngeloReyes	3	2
AmelieMauresmo	2	1
AgnesBruckner	2	1
AndreaDeCruz	1	2
AndyRoddick	4	4
AngieMartinez	3	3
AmrMoussa	2	1
AlexanderPayne	3	1
AlexandreDespatie	1	1
AlexHolmes	3	1
AmandaBynes	1	2
AmeliaVega	4	4
AlessandroNesta	3	1
AbdullahAhmadBadawi	2	1
AndreBucher	1	AlbertoFujimori	2
AlfonsoCuaron	3	AmyRedford	3
AbdelAzizAl-Hakim	1	AlexisDennisoff	3
AlfredSant	1	AndyRooney	2
AnibalIbarra	1	AndersEbbeson	2
AndresPastrana	3	AlfonsoCuaron	2
AJCook	2	AlbertoGonzales	2
AlvaroNoboa	3	AndyLau	3
AndyGarcia	2	AldoParedes	2
AndyRooney	2	AgnesBruckner	4
AdisaiBodharamik	1	AndreAgassi	1
AmberFrey	3	AlecBaldwin	3
AdamScott	1	AJCook	2
AndyGriffith	2	AndrewBernard	3
AdrianAnnus	1	AlvaroUribe	3
AndyDick	1	AkbarAlBaker	3
AlbertoRuizGallardon	3	AlvaroSilvaCalderon	2
AlexaVega	3	AlexanderLukashenko	2
AliKhamenei	2	AndyDick	2
AlexanderDowner	4	AliFallahian	1
AhmedAhmed	3	AndyWarhol	1
AlexCejka	1	AngieMartinez	3
AndrewBernard	2	AmberTamblyn	1
AmyRedford	1	AlexandreDaigle	1
AbdulazizKamilov	2	AndyRooney	2
AlbertoAcosta	3	AmrMoussa	1
AliFallahian	1	AngieArzola	2
AleksanderKwasniewski	1	AdamSandler	1
AlannaUbach	1	AdamAnt	3
AngelinaJolie	1	AlexanderLukashenko	1
AaronGuiel	2	AlysonHannigan	2
AllySheedy	2	AdoorGopalakarishnan	2
AlexSink	3	AndreBucher	3
AdrianFernandez	3	AngelaMerkel	2
AlfonsoPortillo	2	AlPacino	1
AlecosMarkides	3	AlbertBrooks	1
AdelAl-Jubeir	2	AkikoMorigami	1
AlfredoMoreno	3	AngieArzola	2
AkmalTaher	2	AmandaMarsh	1
AkikoMorigami	2	AliciaSilverstone	2
AbelPacheco	2	AgnesBruckner	3
AnjumHussain	2	AlexCejka	1
AlainDucasse	1	AdisaiBodharamik	1
AlisonLohman	1	AgnesBruckner	4
AliMohammedMaher	3	AidanQuinn	1
AllisonJanney	1	AlbertoRuizGallardon	2
AllysonFelix	2	AbdulMajeedShobokshi	3
AdrienBrody	3	AmyRedford	3
AbbasKiarostami	3	AndersEbbeson	2
AlejandroToledo	3	AlanisMorissette	1
AngelaMerkel	1	AmandaMarsh	2
AndrewLuster	2	AmelieMauresmo	2
AbdoulayeWade	3	AlyWagner	3
AdamAnt	1	AlSharpton	2
AkbarHashemiRafsanjani	3	AlyWagner	1
AliciaKeys	2	AmeliaVega	4
AlDavis	1	AliFallahian	1
AishwaryaRai	2	AndresPastrana	1
AmyBrenneman	3	AdriannaZuzic	3
AndreaBocelli	2	AlexZanardi	2
AliciaSilverstone	4	AndersEbbeson	2
AndrewWetzler	2	AndyWarhol	2
AnitaDeFrantz	2	AhmadMasood	3
AngelaBassett	3	AkhmedZakayev	2
AmandaPlumer	2	AndrewFirestone	2
AmandaBeard	4	AllysonFelix	1
AlexPenelas	2	AndrewWetzler	1
AlessandraCerna	2	AdelAl-Jubeir	1
AlbertoGonzales	3	AidanQuinn	1
AdrianaPerezNavarro	1	AhmedChalabi	2
AhmedQureia	2	AdoorGopalakarishnan	2
AlanDershowitz	3	AndresManuelLopezObrador	3
AliciaWitt	2	AndyRooney	2
AndreAgassi	2	AbdullahGul	2
AndrewFirestone	1	AndrewCuomo	1
AlexKing	2	AnitaDeFrantz	2
AndyLau	3	AndreaDeCruz	1
AaronTippin	2	AngieArzola	1
AbdulMajeedShobokshi	3	AmyRedford	2
AlbertBrooks	3	AmberFrey	3
AlPacino	3	AlessandraCerna	1
AngelLockward	3	AhmedChalabi	2
AlexZanardi	2	AndreasVinciguerra	2
AliAbbas	4	AlessandraCerna	2
AlexandraPelosi	1	AhmadMasood	1
AlvaroSilvaCalderon	4	AmyYasbeck	2
AngelaMascia-Frye	2	AdamAnt	1
AlexCabrera	2	AlmaPowell	2
Abdullah	2	AaronGuiel	2
AdrianNastase	1	AliMohammedMaher	3
AlexisDennisoff	2	AdrienBrody	3
AndyWarhol	2	AndreaBocelli	3
AlastairCampbell	1	AlexSink	2
AndrewFastow	1	AdamSandler	1
AlysonHannigan	2	AlbertoFujimori	3
AdoorGopalakarishnan	1	AlfredodiStefano	2
AgbaniDarego	1	AlSharpton	2
AkbarAlBaker	3	AlejandroGonzalezInarritu	3
AmramMitzna	1	AngelinaJolie	1
AaronEckhart	2	AbidHamidMahmudAl-Tikriti	3
AdamSandler	1	AbelPacheco	1
AngieArzola	1	AlyWagner	1
AidanQuinn	2	AmandaBynes	2
AndresDAlessandro	1	AmyRedford	2
AhmadMasood	1	AmramMitzna	1
AlecBaldwin	3	AlbertoRuizGallardon	1
AlvaroUribe	3	AndreaDeCruz	1
AhmetNecdetSezer	1	AdisaiBodharamik	3
AlyWagner	3	AngelinaJolie	1
AkhmedZakayev	2	AlfonsoPortillo	1
AaronSorkin	3	AaronGuiel	2
AlfredodiStefano	3	AhmedChalabi	2
AndyBenes	1	AbdullatifSener	2
AldoParedes	3	AlvaroSilvaCalderon	4
AlbertoFujimori	2	AdrianAnnus	2
AbbaEban	2	AndrewWetzler	2
AlanBall	2	AlisonLohman	2
AbdullahGul	3	AmrMoussa	2
AdriannaZuzic	1	AndrewFastow	1
AlimzhanTokhtakhounov	2	AlanBall	2
AlejandroGonzalezInarritu	1	AlexanderPayne	3
AlGore	2	AlfredoMoreno	1
AlSharpton	1	AmeliaVega	3
AbrahamFoxman	1	AlexandreDaigle	1
AmandaMarsh	2	AmySmart	1
AngelaLansbury	1	AmandaBeard	5
AmberTamblyn	1	AlPacino	3
AlanisMorissette	2	AdrienBrody	2
AlexFerguson	1	AdamAnt	3
AlexisBledel	1	AlexaVega	3
AdrianaLima	2	AishwaryaRai	1
AlmaPowell	1	AlPacino	2
AbdulRahman	1	AlisonLohman	1
AlexandreHerchcovitch	3	AhmetNecdetSezer	3
AbidHamidMahmudAl-Tikriti	1	AmyRedford	3
AndersEbbeson	2	AbdulRahman	2
AlexandreDaigle	1	AndresPastrana	3
AndrewCuomo	1	AnitaDeFrantz	2
AndreaYates	1	AndreaBocelli	3
AlekWek	2	AlexandraPelosi	3
AmySmart	3	AngelLockward	2
AlLeiter	2	AidanQuinn	3
AbdullatifSener	2	AmandaPlumer	1
AhmedChalabi	1	AndrewFirestone	1
AndreasVinciguerra	1	AlbertoAcosta	2
AlexanderLukashenko	2	AlecBaldwin	3
AndresManuelLopezObrador	2	AndyLau	3
AmyYasbeck	2	AliKhamenei	1
AngeloReyes	2	AlSharpton	3
AmelieMauresmo	2	AdrienBrody	3
AgnesBruckner	1	AidanQuinn	1
AndreaDeCruz	2	AmandaPlumer	1
AndyRoddick	4	AlDavis	2
AngieMartinez	1	AlastairCampbell	3
AmrMoussa	3	AngelLockward	1
AlexanderPayne	2	AbdulazizKamilov	2
AlexandreDespatie	1	AmelieMauresmo	2
AlexHolmes	2	AndreBucher	2
AmandaBynes	2	AhmedChalabi	1
AmeliaVega	3	AlainDucasse	3
AlessandroNesta	3	AndresDAlessandro	2
AbdullahAhmadBadawi	2	AkikoMorigami	3
AndreBucher	2	3
AlfonsoCuaron	1	2
AbdelAzizAl-Hakim	2	1
AlfredSant	1	1
AnibalIbarra	2	1
AndresPastrana	2	1
AJCook	1	3
AlvaroNoboa	3	3
AndyGarcia	1	2
AndyRooney	3	3
AdisaiBodharamik	1	2
AmberFrey	3	2
AdamScott	3	3
AndyGriffith	1	2
AdrianAnnus	2	2
AndyDick	1	1
AlbertoRuizGallardon	3	1
AlexaVega	1	2
AliKhamenei	2	2
AlexanderDowner	4	1
AhmedAhmed	3	1
AlexCejka	3	2
AndrewBernard	1	3
AmyRedford	1	2
AbdulazizKamilov	1	3
AlbertoAcosta	1	1
AliFallahian	2	2
AleksanderKwasniewski	1	3
AlannaUbach	1	1
AngelinaJolie	2	2
AaronGuiel	2	2
AllySheedy	2	2
AlexSink	3	3
AdrianFernandez	3	1
AlfonsoPortillo	1	2
AlecosMarkides	2	3
AdelAl-Jubeir	2	1
AlfredoMoreno	1	3
AkmalTaher	2	2
AkikoMorigami	2	1
AbelPacheco	3	1
AnjumHussain	2	1
AlainDucasse	3	1
AlisonLohman	2	1
AliMohammedMaher	3	3
AllisonJanney	2	2
AllysonFelix	2	3
AdrienBrody	1	2
AbbasKiarostami	2	1
AlejandroToledo	3	2
AngelaMerkel	1	2
AndrewLuster	3	2
AbdoulayeWade	1	1
AdamAnt	2	3
AkbarHashemiRafsanjani	1	1
AliciaKeys	2	2
AlDavis	2	2
AishwaryaRai	2	3
AmyBrenneman	2	1
AndreaBocelli	1	1
AliciaSilverstone	4	1
AndrewWetzler	2	1
AnitaDeFrantz	1	1
AngelaBassett	1	2
AmandaPlumer	1	1
AmandaBeard	4	4
AlexPenelas	3	2
AlessandraCerna	1	1
AlbertoGonzales	2	2
AdrianaPerezNavarro	3	3
AhmedQureia	3	1
AlanDershowitz	1	3
AliciaWitt	2	2
AndreAgassi	1	1
AndrewFirestone	1	1
AlexKing	2	1
AndyLau	2	3
AaronTippin	1	4
AbdulMajeedShobokshi	1	1
AlbertBrooks	1	3
AlPacino	2	1
AngelLockward	2	1
AlexZanardi	2	2
AliAbbas	2	3
AlexandraPelosi	3	1
AlvaroSilvaCalderon	3	2
AngelaMascia-Frye	2	2
AlexCabrera	2	2
Abdullah	2	2
AdrianNastase	1	2
AlexisDennisoff	3	3
AndyWarhol	2	1
AlastairCampbell	2	1
AndrewFastow	1	2
AlysonHannigan	1	1
AdoorGopalakarishnan	1	3
AgbaniDarego	3	3
AkbarAlBaker	2	1
AmramMitzna	3	2
AaronEckhart	4	1
AdamSandler	2	2
AngieArzola	2	1
AidanQuinn	3	1
AndresDAlessandro	1	1
AhmadMasood	3	2
AlecBaldwin	1	1
AlvaroUribe	2	3
AhmetNecdetSezer	2	3
AlyWagner	1	2
AkhmedZakayev	2	1
AaronSorkin	1	3
AlfredodiStefano	1	2
AndyBenes	2	2
AldoParedes	2	2
AlbertoFujimori	1	2
AbbaEban	3	3
AlanBall	2	4
AbdullahGul	1	3
AdriannaZuzic	1	1
AlimzhanTokhtakhounov	2	1
AlejandroGonzalezInarritu	3	1
AlGore	1	1
AlSharpton	1	2
AbrahamFoxman	2	1
AmandaMarsh	2	1
AngelaLansbury	1	2
AmberTamblyn	2	2
AlanisMorissette	1	2
AlexFerguson	1	2
AlexisBledel	4	1
AdrianaLima	3	1
AlmaPowell	3	3
AbdulRahman	1	1
AlexandreHerchcovitch	1	3
AbidHamidMahmudAl-Tikriti	3	1
AndersEbbeson	2	2
AlexandreDaigle	1	2
AndrewCuomo	2	2
AndreaYates	1	1
AlekWek	1	3
AmySmart	2	3
AlLeiter	1	2
AbdullatifSener	2	3
AhmedChalabi	2	2
AndreasVinciguerra	1	1
AlexanderLukashenko	1	2
AndresManuelLopezObrador	1	1
AmyYasbeck	4	3
AngeloReyes	3	1
AmelieMauresmo	2	2
AgnesBruckner	1	2
AndreaDeCruz	2	1
AndyRoddick	2	2
AngieMartinez	3	1
AmrMoussa	1	2
AlexanderPayne	3	1
AlexandreDespatie	1	1
AlexHolmes	3	3
AmandaBynes	1	1
AmeliaVega	3	1
AlessandroNesta	3	2
AbdullahAhmadBadawi	3	3
AndreBucher	2	AdamSandler	3
AlfonsoCuaron	3	AndyGriffith	1
AbdelAzizAl-Hakim	3	AngelaMascia-Frye	2
AlfredSant	3	AlimzhanTokhtakhounov	1
AnibalIbarra	2	AmandaMarsh	1
AndresPastrana	1	AlexCejka	3
AJCook	2	AndyGarcia	2
AlvaroNoboa	2	AlexaVega	2
AndyGarcia	1	AmandaBynes	2
AndyRooney	1	AlexZanardi	1
AdisaiBodharamik	3	AndresManuelLopezObrador	1
AmberFrey	3	AlanDershowitz	3
AdamScott	2	AdamAnt	1
AndyGriffith	1	AlexPenelas	3
AdrianAnnus	3	AmandaPlumer	2
AndyDick	2	AndresDAlessandro	1
AlbertoRuizGallardon	2	AdrienBrody	3
AlexaVega	3	AbdulRahman	3
AliKhamenei	2	AllysonFelix	2
AlexanderDowner	2	AkikoMorigami	3
AhmedAhmed	2	AlanDershowitz	2
AlexCejka	1	AidanQuinn	2
AndrewBernard	3	AmandaMarsh	2
AmyRedford	1	AdelAl-Jubeir	1
AbdulazizKamilov	1	AliMohammedMaher	1
AlbertoAcosta	2	AlexCejka	1
AliFallahian	1	AlexZanardi	1
AleksanderKwasniewski	2	AllySheedy	1
AlannaUbach	2	AngieMartinez	3
